img1,img2,total_votes,entropy,draw_rate
img_00002_patch_3.png,img_00731_patch_6.png,11,0.0,0.0
img_00002_patch_3.png,img_00760_patch_8.png,2,0.0,0.0
img_00002_patch_4.png,img_00135_patch_0.png,1,0.0,0.0
img_00002_patch_4.png,img_00258_patch_7.png,1,0.0,0.0
img_00002_patch_4.png,img_00269_patch_5.png,1,0.0,0.0
img_00002_patch_4.png,img_00289_patch_2.png,1,0.0,0.0
img_00002_patch_4.png,img_00368_patch_1.png,1,0.0,0.0
img_00002_patch_4.png,img_00372_patch_2.png,1,0.0,0.0
img_00002_patch_4.png,img_00410_patch_0.png,1,0.0,0.0
img_00002_patch_4.png,img_00507_patch_6.png,1,0.0,0.0
img_00002_patch_4.png,img_00606_patch_1.png,1,0.0,0.0
img_00002_patch_4.png,img_00685_patch_4.png,1,0.0,0.0
img_00002_patch_4.png,img_00769_patch_1.png,1,0.0,0.0
img_00002_patch_5.png,img_00008_patch_5.png,1,0.0,0.0
img_00002_patch_5.png,img_00037_patch_2.png,1,0.0,0.0
img_00002_patch_5.png,img_00055_patch_3.png,1,0.0,0.0
img_00002_patch_5.png,img_00098_patch_0.png,1,0.0,0.0
img_00002_patch_5.png,img_00182_patch_7.png,1,0.0,0.0
img_00002_patch_5.png,img_00191_patch_4.png,1,0.0,0.0
img_00002_patch_5.png,img_00275_patch_5.png,1,0.0,0.0
img_00002_patch_5.png,img_00285_patch_1.png,1,0.0,0.0
img_00002_patch_5.png,img_00339_patch_7.png,1,0.0,0.0
img_00002_patch_5.png,img_00354_patch_4.png,1,0.0,0.0
img_00002_patch_5.png,img_00629_patch_6.png,1,0.0,0.0
img_00002_patch_5.png,img_00749_patch_7.png,1,0.0,0.0
img_00002_patch_6.png,img_00080_patch_7.png,1,0.0,0.0
img_00002_patch_6.png,img_00285_patch_4.png,1,0.0,0.0
img_00002_patch_6.png,img_00451_patch_5.png,1,0.0,0.0
img_00002_patch_6.png,img_00472_patch_0.png,11,0.0,0.0
img_00002_patch_6.png,img_00591_patch_2.png,1,0.0,0.0
img_00002_patch_6.png,img_00650_patch_7.png,1,0.0,0.0
img_00002_patch_6.png,img_00706_patch_4.png,1,0.0,0.0
img_00002_patch_6.png,img_00761_patch_1.png,1,0.0,0.0
img_00002_patch_7.png,img_00071_patch_0.png,2,0.0,0.0
img_00002_patch_7.png,img_00118_patch_3.png,2,0.0,0.0
img_00002_patch_7.png,img_00158_patch_7.png,2,0.0,0.0
img_00002_patch_7.png,img_00198_patch_6.png,3,0.0,0.0
img_00002_patch_7.png,img_00265_patch_3.png,2,0.0,0.0
img_00002_patch_7.png,img_00347_patch_1.png,2,0.0,0.0
img_00002_patch_7.png,img_00348_patch_8.png,2,0.0,0.0
img_00002_patch_7.png,img_00478_patch_2.png,2,0.0,0.0
img_00002_patch_7.png,img_00540_patch_7.png,2,0.0,0.0
img_00002_patch_7.png,img_00582_patch_5.png,10,0.0,0.0
img_00002_patch_8.png,img_00012_patch_8.png,2,0.0,0.0
img_00002_patch_8.png,img_00119_patch_8.png,1,0.0,0.0
img_00002_patch_8.png,img_00207_patch_1.png,1,0.0,0.0
img_00002_patch_8.png,img_00214_patch_8.png,1,0.0,0.0
img_00002_patch_8.png,img_00329_patch_5.png,1,0.0,0.0
img_00002_patch_8.png,img_00356_patch_8.png,1,0.0,0.0
img_00002_patch_8.png,img_00360_patch_0.png,1,0.0,0.0
img_00002_patch_8.png,img_00422_patch_4.png,1,0.0,0.0
img_00002_patch_8.png,img_00518_patch_2.png,1,0.0,0.0
img_00002_patch_8.png,img_00557_patch_7.png,1,0.0,0.0
img_00002_patch_8.png,img_00651_patch_2.png,1,0.0,0.0
img_00002_patch_8.png,img_00721_patch_6.png,1,0.0,0.0
img_00003_patch_0.png,img_00128_patch_0.png,2,0.0,0.0
img_00003_patch_0.png,img_00189_patch_2.png,1,0.0,0.0
img_00003_patch_0.png,img_00190_patch_0.png,2,0.0,0.0
img_00003_patch_0.png,img_00540_patch_2.png,1,0.0,0.0
img_00003_patch_0.png,img_00542_patch_8.png,1,0.0,0.0
img_00003_patch_0.png,img_00669_patch_2.png,1,0.0,0.0
img_00003_patch_0.png,img_00755_patch_5.png,1,0.0,0.0
img_00003_patch_1.png,img_00062_patch_3.png,1,0.0,0.0
img_00003_patch_1.png,img_00093_patch_8.png,1,0.0,0.0
img_00003_patch_1.png,img_00116_patch_6.png,2,0.0,0.0
img_00003_patch_1.png,img_00134_patch_7.png,1,0.0,0.0
img_00003_patch_1.png,img_00149_patch_8.png,1,0.0,0.0
img_00003_patch_1.png,img_00205_patch_6.png,1,0.0,0.0
img_00003_patch_1.png,img_00206_patch_0.png,1,0.0,0.0
img_00003_patch_1.png,img_00232_patch_4.png,1,0.0,0.0
img_00003_patch_1.png,img_00275_patch_1.png,1,0.0,0.0
img_00003_patch_1.png,img_00338_patch_5.png,11,0.30463609734923813,0.0
img_00003_patch_1.png,img_00388_patch_6.png,1,0.0,0.0
img_00003_patch_1.png,img_00504_patch_2.png,1,0.0,0.0
img_00003_patch_1.png,img_00516_patch_0.png,10,0.0,0.0
img_00003_patch_1.png,img_00532_patch_7.png,1,0.0,0.0
img_00003_patch_1.png,img_00556_patch_0.png,1,0.0,0.0
img_00003_patch_1.png,img_00559_patch_8.png,2,0.0,0.0
img_00003_patch_1.png,img_00565_patch_3.png,1,0.0,0.0
img_00003_patch_1.png,img_00685_patch_1.png,1,0.0,0.0
img_00003_patch_2.png,img_00026_patch_8.png,1,0.0,0.0
img_00003_patch_2.png,img_00080_patch_5.png,1,0.0,0.0
img_00003_patch_2.png,img_00106_patch_6.png,1,0.0,0.0
img_00003_patch_2.png,img_00280_patch_1.png,2,0.6931471805599453,0.0
img_00003_patch_2.png,img_00336_patch_2.png,1,0.0,0.0
img_00003_patch_2.png,img_00347_patch_6.png,1,0.0,0.0
img_00003_patch_2.png,img_00356_patch_3.png,1,0.0,0.0
img_00003_patch_2.png,img_00389_patch_0.png,1,0.0,0.0
img_00003_patch_2.png,img_00428_patch_6.png,1,0.0,0.0
img_00003_patch_2.png,img_00490_patch_8.png,1,0.0,0.0
img_00003_patch_2.png,img_00614_patch_4.png,1,0.0,0.0
img_00003_patch_3.png,img_00003_patch_4.png,1,0.0,0.0
img_00003_patch_3.png,img_00195_patch_3.png,11,0.0,0.0
img_00003_patch_3.png,img_00231_patch_5.png,1,0.0,0.0
img_00003_patch_3.png,img_00251_patch_6.png,1,0.0,0.0
img_00003_patch_3.png,img_00346_patch_1.png,1,0.0,0.0
img_00003_patch_3.png,img_00523_patch_0.png,11,0.0,0.0
img_00003_patch_3.png,img_00558_patch_5.png,1,0.0,0.0
img_00003_patch_3.png,img_00565_patch_1.png,1,0.0,0.0
img_00003_patch_3.png,img_00625_patch_5.png,2,0.0,0.0
img_00003_patch_3.png,img_00756_patch_0.png,1,0.0,0.0
img_00003_patch_4.png,img_00003_patch_8.png,2,0.0,0.0
img_00003_patch_4.png,img_00072_patch_3.png,1,0.0,0.0
img_00003_patch_4.png,img_00094_patch_4.png,1,0.0,0.0
img_00003_patch_4.png,img_00209_patch_1.png,1,0.0,0.0
img_00003_patch_4.png,img_00211_patch_3.png,1,0.0,0.0
img_00003_patch_4.png,img_00227_patch_5.png,1,0.0,0.0
img_00003_patch_4.png,img_00286_patch_7.png,11,0.30463609734923813,0.0
img_00003_patch_4.png,img_00323_patch_1.png,1,0.0,0.0
img_00003_patch_4.png,img_00446_patch_4.png,1,0.0,0.0
img_00003_patch_4.png,img_00563_patch_6.png,1,0.0,0.0
img_00003_patch_5.png,img_00016_patch_0.png,1,0.0,0.0
img_00003_patch_5.png,img_00143_patch_8.png,1,0.0,0.0
img_00003_patch_5.png,img_00177_patch_5.png,2,0.0,0.0
img_00003_patch_5.png,img_00197_patch_4.png,1,0.0,0.0
img_00003_patch_5.png,img_00273_patch_1.png,1,0.0,1.0
img_00003_patch_5.png,img_00292_patch_1.png,1,0.0,0.0
img_00003_patch_5.png,img_00295_patch_4.png,1,0.0,0.0
img_00003_patch_5.png,img_00314_patch_2.png,1,0.0,0.0
img_00003_patch_5.png,img_00367_patch_3.png,2,0.0,0.0
img_00003_patch_5.png,img_00628_patch_6.png,1,0.0,0.0
img_00003_patch_5.png,img_00664_patch_0.png,1,0.0,0.0
img_00003_patch_5.png,img_00665_patch_4.png,1,0.0,0.0
img_00003_patch_5.png,img_00680_patch_5.png,1,0.0,0.0
img_00003_patch_5.png,img_00708_patch_7.png,1,0.0,0.0
img_00003_patch_6.png,img_00025_patch_3.png,2,0.0,0.0
img_00003_patch_6.png,img_00244_patch_1.png,1,0.0,0.0
img_00003_patch_6.png,img_00286_patch_0.png,1,0.0,0.0
img_00003_patch_6.png,img_00418_patch_3.png,1,0.0,0.0
img_00003_patch_6.png,img_00423_patch_5.png,1,0.0,0.0
img_00003_patch_6.png,img_00471_patch_6.png,1,0.0,0.0
img_00003_patch_6.png,img_00488_patch_5.png,1,0.0,0.0
img_00003_patch_6.png,img_00515_patch_2.png,1,0.0,0.0
img_00003_patch_6.png,img_00614_patch_5.png,1,0.0,0.0
img_00003_patch_6.png,img_00634_patch_3.png,1,0.0,0.0
img_00003_patch_6.png,img_00688_patch_6.png,1,0.0,0.0
img_00003_patch_6.png,img_00696_patch_6.png,1,0.0,0.0
img_00003_patch_6.png,img_00722_patch_4.png,1,0.0,0.0
img_00003_patch_6.png,img_00725_patch_1.png,1,0.0,0.0
img_00003_patch_6.png,img_00734_patch_2.png,1,0.0,0.0
img_00003_patch_7.png,img_00013_patch_4.png,1,0.0,0.0
img_00003_patch_7.png,img_00013_patch_5.png,1,0.0,0.0
img_00003_patch_7.png,img_00035_patch_3.png,1,0.0,0.0
img_00003_patch_7.png,img_00038_patch_1.png,1,0.0,0.0
img_00003_patch_7.png,img_00102_patch_6.png,1,0.0,0.0
img_00003_patch_7.png,img_00119_patch_2.png,1,0.0,0.0
img_00003_patch_7.png,img_00171_patch_0.png,1,0.0,0.0
img_00003_patch_7.png,img_00197_patch_1.png,1,0.0,0.0
img_00003_patch_7.png,img_00321_patch_1.png,1,0.0,0.0
img_00003_patch_7.png,img_00434_patch_3.png,1,0.0,0.0
img_00003_patch_7.png,img_00449_patch_7.png,1,0.0,0.0
img_00003_patch_7.png,img_00525_patch_3.png,1,0.0,0.0
img_00003_patch_7.png,img_00690_patch_8.png,10,0.0,0.0
img_00003_patch_7.png,img_00738_patch_3.png,1,0.0,0.0
img_00003_patch_7.png,img_00764_patch_7.png,1,0.0,0.0
img_00003_patch_7.png,img_00771_patch_5.png,1,0.0,0.0
img_00003_patch_8.png,img_00162_patch_2.png,3,0.0,0.0
img_00003_patch_8.png,img_00270_patch_7.png,2,0.0,0.0
img_00003_patch_8.png,img_00432_patch_6.png,3,0.0,0.0
img_00003_patch_8.png,img_00675_patch_1.png,3,0.0,0.0
img_00004_patch_0.png,img_00013_patch_4.png,1,0.0,0.0
img_00004_patch_0.png,img_00065_patch_3.png,1,0.0,0.0
img_00004_patch_0.png,img_00161_patch_8.png,1,0.0,0.0
img_00004_patch_0.png,img_00268_patch_5.png,11,0.0,0.0
img_00004_patch_0.png,img_00290_patch_0.png,1,0.0,0.0
img_00004_patch_0.png,img_00370_patch_3.png,1,0.0,0.0
img_00004_patch_0.png,img_00391_patch_3.png,1,0.0,0.0
img_00004_patch_0.png,img_00651_patch_5.png,1,0.0,0.0
img_00004_patch_1.png,img_00303_patch_8.png,4,0.0,0.0
img_00004_patch_1.png,img_00345_patch_0.png,2,0.0,0.0
img_00004_patch_1.png,img_00383_patch_0.png,2,0.6931471805599453,0.0
img_00004_patch_1.png,img_00383_patch_3.png,2,0.0,0.0
img_00004_patch_1.png,img_00506_patch_5.png,2,0.0,0.0
img_00004_patch_1.png,img_00711_patch_8.png,3,0.6365141682948128,0.0
img_00004_patch_1.png,img_00729_patch_8.png,2,0.0,0.0
img_00004_patch_2.png,img_00001_patch_0.png,1,0.0,0.0
img_00004_patch_2.png,img_00044_patch_6.png,1,0.0,0.0
img_00004_patch_2.png,img_00075_patch_7.png,1,0.0,0.0
img_00004_patch_2.png,img_00485_patch_2.png,1,0.0,0.0
img_00004_patch_2.png,img_00513_patch_1.png,1,0.0,0.0
img_00004_patch_2.png,img_00554_patch_0.png,1,0.0,0.0
img_00004_patch_2.png,img_00605_patch_3.png,1,0.0,0.0
